Mode of entry,Month/Year,Visitor Origin,Country,Number of Visitors (Rounded to nearest hundred)
Air,March 2021,Canada,Quebec,
Air,March 2021,Canada,Ontario,
Air,March 2021,Canada,Western Canada,
Air,March 2021,United States,New England (inc Maine),
Air,March 2021,United States,Middle Atlantic,
Air,March 2021,United States,East North Central,
Air,March 2021,United States,West North Central,
Air,March 2021,United States,South Atlantic,
Air,March 2021,United States,East South Central,
Air,March 2021,United States,West South Central,
Air,March 2021,United States,Mountain,
Air,March 2021,United States,Pacific,
Air,March 2021,Overseas,United Kingdom,
Air,March 2021,Overseas,Germany,
Air,March 2021,Overseas,Other Europe,
Air,March 2021,Overseas,Other Overseas,
Road,March 2021,Canada,Atlantic Canada,"13,000"
Road,March 2021,Canada,Quebec,
Road,March 2021,Canada,Ontario,"2,000"
Road,March 2021,Canada,Western Canada,
Road,March 2021,United States,New England (inc Maine),
Road,March 2021,United States,Middle Atlantic,
Road,March 2021,United States,East North Central,
Road,March 2021,United States,West North Central,
Road,March 2021,United States,South Atlantic,
Road,March 2021,United States,East South Central,
Road,March 2021,United States,West South Central,
Road,March 2021,United States,Mountain,
Road,March 2021,United States,Pacific,
Road,March 2021,Overseas,United Kingdom,
Road,March 2021,Overseas,Germany,
Road,March 2021,Overseas,Other Europe,
Road,March 2021,Overseas,Other Overseas,
Air,April 2021,Canada,Atlantic Canada,
Air,April 2021,Canada,Quebec,
Air,April 2021,Canada,Ontario,"1,000"
Air,April 2021,Canada,Western Canada,"1,000"
Air,April 2021,United States,New England (inc Maine),
Air,April 2021,United States,Middle Atlantic,
Air,April 2021,United States,East North Central,
Air,April 2021,United States,West North Central,
Air,April 2021,United States,South Atlantic,
Air,April 2021,United States,East South Central,
Air,April 2021,United States,West South Central,
Air,April 2021,United States,Mountain,
Air,April 2021,United States,Pacific,
Air,April 2021,Overseas,United Kingdom,
Air,April 2021,Overseas,Germany,
Air,April 2021,Overseas,Other Europe,
Air,April 2021,Overseas,Other Overseas,
Road,April 2021,Canada,Atlantic Canada,"15,000"
Road,April 2021,Canada,Quebec,
Road,April 2021,Canada,Ontario,"3,000"
Road,April 2021,Canada,Western Canada,"1,000"
Road,April 2021,United States,New England (inc Maine),
Road,April 2021,United States,Middle Atlantic,
Road,April 2021,United States,East North Central,
Road,April 2021,United States,West North Central,
Road,April 2021,United States,South Atlantic,
Road,April 2021,United States,East South Central,
Road,April 2021,United States,West South Central,
Road,April 2021,United States,Mountain,
Road,April 2021,United States,Pacific,
Road,April 2021,Overseas,United Kingdom,
Road,April 2021,Overseas,Germany,
Road,April 2021,Overseas,Other Europe,
Road,April 2021,Overseas,Other Overseas,
Air,May 2021,Canada,Atlantic Canada,"1,000"
Air,May 2021,Canada,Quebec,
Air,May 2021,Canada,Ontario,
Air,May 2021,Canada,Western Canada,
Air,May 2021,United States,New England (inc Maine),
Air,May 2021,United States,Middle Atlantic,
Air,May 2021,United States,East North Central,
Air,May 2021,United States,West North Central,
Air,May 2021,United States,South Atlantic,
Air,May 2021,United States,East South Central,
Air,May 2021,United States,West South Central,
Air,May 2021,United States,Mountain,
Air,May 2021,United States,Pacific,
Air,May 2021,Overseas,United Kingdom,
Air,May 2021,Overseas,Germany,
Air,May 2021,Overseas,Other Europe,
Air,May 2021,Overseas,Other Overseas,
Road,May 2021,Canada,Atlantic Canada,"7,000"
Road,May 2021,Canada,Quebec,
Road,May 2021,Canada,Ontario,"2,000"
Road,May 2021,Canada,Western Canada,
Road,May 2021,United States,New England (inc Maine),
Road,May 2021,United States,Middle Atlantic,
Road,May 2021,United States,East North Central,
Road,May 2021,United States,West North Central,
Road,May 2021,United States,South Atlantic,
Road,May 2021,United States,East South Central,
Road,May 2021,United States,West South Central,
Road,May 2021,United States,Mountain,
Road,May 2021,United States,Pacific,
Road,May 2021,Overseas,United Kingdom,
Road,May 2021,Overseas,Germany,
Road,May 2021,Overseas,Other Europe,
Road,May 2021,Overseas,Other Overseas,
Air,June 2021,Canada,Atlantic Canada,"1,000"
Air,June 2021,Canada,Quebec,
Air,June 2021,Canada,Ontario,
Air,June 2021,Canada,Western Canada,
Air,June 2021,United States,New England (inc Maine),
Air,June 2021,United States,Middle Atlantic,
Air,June 2021,United States,East North Central,
Air,June 2021,United States,West North Central,
Air,June 2021,United States,South Atlantic,
Air,June 2021,United States,East South Central,
Air,June 2021,United States,West South Central,
Air,June 2021,United States,Mountain,
Air,June 2021,United States,Pacific,
Air,June 2021,Overseas,United Kingdom,
Air,June 2021,Overseas,Germany,
Air,June 2021,Overseas,Other Europe,
Air,June 2021,Overseas,Other Overseas,
Road,June 2021,Canada,Atlantic Canada,"15,000"
Road,June 2021,Canada,Quebec,
Road,June 2021,Canada,Ontario,"4,000"
Road,June 2021,Canada,Western Canada,"1,000"
Road,June 2021,United States,New England (inc Maine),
Road,June 2021,United States,Middle Atlantic,
Road,June 2021,United States,East North Central,
Road,June 2021,United States,West North Central,
Road,June 2021,United States,South Atlantic,
Road,June 2021,United States,East South Central,
Road,June 2021,United States,West South Central,
Road,June 2021,United States,Mountain,
Road,June 2021,United States,Pacific,
Road,June 2021,Overseas,United Kingdom,
Road,June 2021,Overseas,Germany,
Road,June 2021,Overseas,Other Europe,
Road,June 2021,Overseas,Other Overseas,
Air,July 2021,Canada,Atlantic Canada,"3,000"
Air,July 2021,Canada,Quebec,"1,000"
Air,July 2021,Canada,Ontario,"5,000"
Air,July 2021,Canada,Western Canada,"3,000"
Air,July 2021,United States,New England (inc Maine),
Air,July 2021,United States,Middle Atlantic,
Air,July 2021,United States,East North Central,
Air,July 2021,United States,West North Central,
Air,July 2021,United States,South Atlantic,
Air,July 2021,United States,East South Central,
Air,July 2021,United States,West South Central,
Air,July 2021,United States,Mountain,
Air,July 2021,United States,Pacific,
Air,July 2021,Overseas,United Kingdom,
Air,July 2021,Overseas,Germany,
Air,July 2021,Overseas,Other Europe,
Air,July 2021,Overseas,Other Overseas,
Road,July 2021,Canada,Atlantic Canada,"84,000"
Road,July 2021,Canada,Quebec,"6,000"
Road,July 2021,Canada,Ontario,"24,000"
Road,July 2021,Canada,Western Canada,"4,000"
Road,July 2021,United States,New England (inc Maine),"1,000"
Road,July 2021,United States,Middle Atlantic,
Road,July 2021,United States,East North Central,
Road,July 2021,United States,West North Central,
Road,July 2021,United States,South Atlantic,
Road,July 2021,United States,East South Central,
Road,July 2021,United States,West South Central,
Road,July 2021,United States,Mountain,
Road,July 2021,United States,Pacific,
Road,July 2021,Overseas,United Kingdom,
Road,July 2021,Overseas,Germany,
Road,July 2021,Overseas,Other Europe,
Road,July 2021,Overseas,Other Overseas,
Air,August 2021,Canada,Atlantic Canada,"5,000"
Air,August 2021,Canada,Quebec,"3,000"
Air,August 2021,Canada,Ontario,"23,000"
Air,August 2021,Canada,Western Canada,"19,000"
Air,August 2021,United States,New England (inc Maine),
Air,August 2021,United States,Middle Atlantic,
Air,August 2021,United States,East North Central,
Air,August 2021,United States,West North Central,
Air,August 2021,United States,South Atlantic,
Air,August 2021,United States,East South Central,
Air,August 2021,United States,West South Central,
Air,August 2021,United States,Mountain,
Air,August 2021,United States,Pacific,"1,000"
Air,August 2021,Overseas,United Kingdom,
Air,August 2021,Overseas,Germany,
Air,August 2021,Overseas,Other Europe,
Air,August 2021,Overseas,Other Overseas,"1,000"
Road,August 2021,Canada,Atlantic Canada,"96,000"
Road,August 2021,Canada,Quebec,"15,000"
Road,August 2021,Canada,Ontario,"54,000"
Road,August 2021,Canada,Western Canada,"6,000"
Road,August 2021,United States,New England (inc Maine),"4,000"
Road,August 2021,United States,Middle Atlantic,"1,000"
Road,August 2021,United States,East North Central,
Road,August 2021,United States,West North Central,
Road,August 2021,United States,South Atlantic,"1,000"
Road,August 2021,United States,East South Central,
Road,August 2021,United States,West South Central,
Road,August 2021,United States,Mountain,
Road,August 2021,United States,Pacific,
Road,August 2021,Overseas,United Kingdom,
Road,August 2021,Overseas,Germany,
Road,August 2021,Overseas,Other Europe,
Road,August 2021,Overseas,Other Overseas,
Air,September 2021,Canada,Atlantic Canada,"5,000"
Air,September 2021,Canada,Quebec,"3,000"
Air,September 2021,Canada,Ontario,"30,000"
Air,September 2021,Canada,Western Canada,"16,000"
Air,September 2021,United States,New England (inc Maine),
Air,September 2021,United States,Middle Atlantic,
Air,September 2021,United States,East North Central,
Air,September 2021,United States,West North Central,
Air,September 2021,United States,South Atlantic,
Air,September 2021,United States,East South Central,
Air,September 2021,United States,West South Central,
Air,September 2021,United States,Mountain,
Air,September 2021,United States,Pacific,
Air,September 2021,Overseas,United Kingdom,
Air,September 2021,Overseas,Germany,
Air,September 2021,Overseas,Other Europe,
Air,September 2021,Overseas,Other Overseas,
Road,September 2021,Canada,Atlantic Canada,"55,000"
Road,September 2021,Canada,Quebec,"6,000"
Road,September 2021,Canada,Ontario,"27,000"
Road,September 2021,Canada,Western Canada,"4,000"
Road,September 2021,United States,New England (inc Maine),
Road,September 2021,United States,Middle Atlantic,"2,000"
Road,September 2021,United States,East North Central,"1,000"
Road,September 2021,United States,West North Central,
Road,September 2021,United States,South Atlantic,
Road,September 2021,United States,East South Central,
Road,September 2021,United States,West South Central,
Road,September 2021,United States,Mountain,
Road,September 2021,United States,Pacific,
Road,September 2021,Overseas,United Kingdom,
Road,September 2021,Overseas,Germany,
Road,September 2021,Overseas,Other Europe,
Road,September 2021,Overseas,Other Overseas,
Air,October 2021,Canada,Atlantic Canada,"3,700"
Air,October 2021,Canada,Quebec,"2,800"
Air,October 2021,Canada,Ontario,"27,200"
Air,October 2021,Canada,Western Canada,"13,700"
Air,October 2021,United States,New England (inc Maine),
Air,October 2021,United States,Middle Atlantic,
Air,October 2021,United States,East North Central,
Air,October 2021,United States,West North Central,
Air,October 2021,United States,South Atlantic,
Air,October 2021,United States,East South Central,
Air,October 2021,United States,West South Central,
Air,October 2021,United States,Mountain,
Air,October 2021,United States,Pacific,
Air,October 2021,Overseas,United Kingdom,
Air,October 2021,Overseas,Germany,
Air,October 2021,Overseas,Other Europe,"1,000"
Air,October 2021,Overseas,Other Overseas,
Road,October 2021,Canada,Atlantic Canada,"42,000"
Road,October 2021,Canada,Quebec,"3,000"
Road,October 2021,Canada,Ontario,"13,000"
Road,October 2021,Canada,Western Canada,"2,000"
Road,October 2021,United States,New England (inc Maine),
Road,October 2021,United States,Middle Atlantic,"1,000"
Road,October 2021,United States,East North Central,
Road,October 2021,United States,West North Central,
Road,October 2021,United States,South Atlantic,
Road,October 2021,United States,East South Central,
Road,October 2021,United States,West South Central,
Road,October 2021,United States,Mountain,
Road,October 2021,United States,Pacific,
Road,October 2021,Overseas,United Kingdom,
Road,October 2021,Overseas,Germany,
Road,October 2021,Overseas,Other Europe,
Road,October 2021,Overseas,Other Overseas,
Air,November 2021,Canada,Atlantic Canada,"3,000"
Air,November 2021,Canada,Quebec,"2,000"
Air,November 2021,Canada,Ontario,"14,000"
Air,November 2021,Canada,Western Canada,"5,000"
Air,November 2021,United States,New England (inc Maine),
Air,November 2021,United States,Middle Atlantic,
Air,November 2021,United States,East North Central,
Air,November 2021,United States,West North Central,
Air,November 2021,United States,South Atlantic,
Air,November 2021,United States,East South Central,
Air,November 2021,United States,West South Central,
Air,November 2021,United States,Mountain,
Air,November 2021,United States,Pacific,
Air,November 2021,Overseas,United Kingdom,
Air,November 2021,Overseas,Germany,
Air,November 2021,Overseas,Other Europe,
Air,November 2021,Overseas,Other Overseas,
Road,November 2021,Canada,Atlantic Canada,"41,000"
Road,November 2021,Canada,Quebec,"2,000"
Road,November 2021,Canada,Ontario,"8,000"
Road,November 2021,Canada,Western Canada,
Road,November 2021,United States,New England (inc Maine),
Road,November 2021,United States,Middle Atlantic,
Road,November 2021,United States,East North Central,
Road,November 2021,United States,West North Central,
Road,November 2021,United States,South Atlantic,
Road,November 2021,United States,East South Central,
Road,November 2021,United States,West South Central,
Road,November 2021,United States,Mountain,
Road,November 2021,United States,Pacific,
Road,November 2021,Overseas,United Kingdom,
Road,November 2021,Overseas,Germany,
Road,November 2021,Overseas,Other Europe,
Road,November 2021,Overseas,Other Overseas,
Air,December 2021,Atlantic Canada,Canada,"3,000"
Air,December 2021,Quebec,Canada,"2,000"
Air,December 2021,Ontario,Canada,"13,000"
Air,December 2021,Western Canada,Canada,"7,000"
Air,December 2021,New England (inc Maine),United States,
Air,December 2021,Middle Atlantic,United States,
Air,December 2021,East North Central,United States,
Air,December 2021,West North Central,United States,
Air,December 2021,South Atlantic,United States,
Air,December 2021,East South Central,United States,
Air,December 2021,West South Central,United States,
Air,December 2021,Mountain,United States,
Air,December 2021,Pacific,United States,
Air,December 2021,United Kingdom,Overseas,
Air,December 2021,Germany,Overseas,
Air,December 2021,Other Europe,Overseas,
Air,December 2021,Other Overseas,Overseas,
Road,December 2021,Atlantic Canada,Canada,"28,000"
Road,December 2021,Quebec,Canada,"1,000"
Road,December 2021,Ontario,Canada,"6,000"
Road,December 2021,Western Canada,Canada,"1,000"
Road,December 2021,New England (inc Maine),United States,
Road,December 2021,Middle Atlantic,United States,
Road,December 2021,East North Central,United States,
Road,December 2021,West North Central,United States,
Road,December 2021,South Atlantic,United States,
Road,December 2021,East South Central,United States,
Road,December 2021,West South Central,United States,
Road,December 2021,Mountain,United States,
Road,December 2021,Pacific,United States,
Road,December 2021,United Kingdom,Overseas,
Road,December 2021,Germany,Overseas,
Road,December 2021,Other Europe,Overseas,
Road,December 2021,Other Overseas,Overseas,
Air,January 2022,Atlantic Canada,Canada,"3,000"
Air,January 2022,Quebec,Canada,"1,000"
Air,January 2022,Ontario,Canada,"7,000"
Air,January 2022,Western Canada,Canada,"3,000"
Air,January 2022,New England (inc Maine),United States,
Air,January 2022,Middle Atlantic,United States,
Air,January 2022,East North Central,United States,
Air,January 2022,West North Central,United States,
Air,January 2022,South Atlantic,United States,
Air,January 2022,East South Central,United States,
Air,January 2022,West South Central,United States,
Air,January 2022,Mountain,United States,
Air,January 2022,Pacific,United States,
Air,January 2022,United Kingdom,Overseas,"1,000"
Air,January 2022,Germany,Overseas,
Air,January 2022,Other Europe,Overseas,
Air,January 2022,Other Overseas,Overseas,"1,000"
Road,January 2022,Atlantic Canada,Canada,"20,000"
Road,January 2022,Quebec,Canada,"1,000"
Road,January 2022,Ontario,Canada,"3,000"
Road,January 2022,Western Canada,Canada,
Road,January 2022,Maine,United States,
Road,January 2022,Other New England,United States,
Road,January 2022,Middle Atlantic,United States,
Road,January 2022,East North Central,United States,
Road,January 2022,West North Central,United States,
Road,January 2022,South Atlantic,United States,
Road,January 2022,East South Central,United States,
Road,January 2022,West South Central,United States,
Road,January 2022,Mountain,United States,
Road,January 2022,Pacific,United States,
Air,February 2022,Atlantic Canada,Canada,"1,300"
Air,February 2022,Quebec,Canada,"1,000"
Air,February 2022,Ontario,Canada,"6,000"
Air,February 2022,Western Canada,Canada,"2,000"
Air,February 2022,New England (inc Maine),United States,
Air,February 2022,Middle Atlantic,United States,
Air,February 2022,East North Central,United States,
Air,February 2022,West North Central,United States,
Air,February 2022,South Atlantic,United States,
Air,February 2022,East South Central,United States,
Air,February 2022,West South Central,United States,
Air,February 2022,Mountain,United States,
Air,February 2022,Pacific,United States,
Air,February 2022,United Kingdom,Overseas,
Air,February 2022,Germany,Overseas,
Air,February 2022,Other Europe,Overseas,"3,000"
Air,February 2022,Other Overseas,Overseas,
Road,February 2022,Atlantic Canada,Canada,"23,000"
Road,February 2022,Quebec,Canada,
Road,February 2022,Ontario,Canada,"2,000"
Road,February 2022,Western Canada,Canada,
Road,February 2022,Maine,United States,
Road,February 2022,Other New England,United States,
Road,February 2022,Middle Atlantic,United States,
Road,February 2022,East North Central,United States,
Road,February 2022,West North Central,United States,
Road,February 2022,South Atlantic,United States,
Road,February 2022,East South Central,United States,
Road,February 2022,West South Central,United States,
Road,February 2022,Mountain,United States,
Road,February 2022,Pacific,United States,
Air,March 2022,Atlantic Canada,Canada,"3,000"
Air,March 2022,Quebec,Canada,"2,000"
Air,March 2022,Ontario,Canada,"15,000"
Air,March 2022,Western Canada,Canada,"2,000"
Air,March 2022,New England (inc Maine),United States,
Air,March 2022,Middle Atlantic,United States,
Air,March 2022,East North Central,United States,
Air,March 2022,West North Central,United States,
Air,March 2022,South Atlantic,United States,
Air,March 2022,East South Central,United States,
Air,March 2022,West South Central,United States,
Air,March 2022,Mountain,United States,
Air,March 2022,Pacific,United States,
Air,March 2022,United Kingdom,Overseas,
Air,March 2022,Germany,Overseas,
Air,March 2022,Other Europe,Overseas,
Air,March 2022,Other Overseas,Overseas,
Road,March 2022,Atlantic Canada,Canada,"37,000"
Road,March 2022,Quebec,Canada,"1,000"
Road,March 2022,Ontario,Canada,"4,000"
Road,March 2022,Western Canada,Canada,
Road,March 2022,Maine,United States,
Road,March 2022,Other New England,United States,
Road,March 2022,Middle Atlantic,United States,
Road,March 2022,East North Central,United States,
Road,March 2022,West North Central,United States,
Road,March 2022,South Atlantic,United States,
Road,March 2022,East South Central,United States,
Road,March 2022,West South Central,United States,
Road,March 2022,Mountain,United States,
Road,March 2022,Pacific,United States,
Air,April 2022,Atlantic Canada,Canada,"8,000"
Air,April 2022,Quebec,Canada,"2,000"
Air,April 2022,Ontario,Canada,"15,000"
Air,April 2022,Western Canada,Canada,"5,000"
Air,April 2022,New England (inc Maine),United States,
Air,April 2022,Middle Atlantic,United States,
Air,April 2022,East North Central,United States,
Air,April 2022,West North Central,United States,
Air,April 2022,South Atlantic,United States,
Air,April 2022,East South Central,United States,
Air,April 2022,West South Central,United States,
Air,April 2022,Mountain,United States,
Air,April 2022,Pacific,United States,
Air,April 2022,United Kingdom,Overseas,"1,000"
Air,April 2022,Germany,Overseas,
Air,April 2022,Other Europe,Overseas,"1,000"
Air,April 2022,Other Overseas,Overseas,"1,000"
Road,April 2022,Atlantic Canada,Canada,"34,000"
Road,April 2022,Quebec,Canada,"2,000"
Road,April 2022,Ontario,Canada,"5,000"
Road,April 2022,Western Canada,Canada,"1,000"
Road,April 2022,Maine,United States,
Road,April 2022,Other New England,United States,
Road,April 2022,Middle Atlantic,United States,
Road,April 2022,East North Central,United States,
Road,April 2022,West North Central,United States,
Road,April 2022,South Atlantic,United States,
Road,April 2022,East South Central,United States,
Road,April 2022,West South Central,United States,
Road,April 2022,Mountain,United States,
Road,April 2022,Pacific,United States,
Air,May 2022,Atlantic Canada,Canada,"10,700"
Air,May 2022,Quebec,Canada,"2,700"
Air,May 2022,Ontario,Canada,"22,800"
Air,May 2022,Western Canada,Canada,"8,900"
Air,May 2022,New England (inc Maine),United States,300
Air,May 2022,Middle Atlantic,United States,100
Air,May 2022,East North Central,United States,100
Air,May 2022,West North Central,United States,100
Air,May 2022,South Atlantic,United States,800
Air,May 2022,East South Central,United States,0
Air,May 2022,West South Central,United States,0
Air,May 2022,Mountain,United States,500
Air,May 2022,Pacific,United States,200
Air,May 2022,United Kingdom,Overseas,700
Air,May 2022,Germany,Overseas,400
Air,May 2022,Other Europe,Overseas,"1,300"
Air,May 2022,Other Overseas,Overseas,500
Road,May 2022,Atlantic Canada,Canada,"63,900"
Road,May 2022,Quebec,Canada,"4,400"
Road,May 2022,Ontario,Canada,"15,200"
Road,May 2022,Western Canada,Canada,"3,500"
Road,May 2022,Maine,United States,600
Road,May 2022,Other New England,United States,"1,100"
Road,May 2022,Middle Atlantic,United States,500
Road,May 2022,East North Central,United States,200
Road,May 2022,West North Central,United States,100
Road,May 2022,South Atlantic,United States,700
Road,May 2022,East South Central,United States,100
Road,May 2022,West South Central,United States,200
Road,May 2022,Mountain,United States,100
Road,May 2022,Pacific,United States,100
Air,June 2022,Atlantic Canada,Canada,"11,300"
Air,June 2022,Quebec,Canada,"3,600"
Air,June 2022,Ontario,Canada,"38,400"
Air,June 2022,Western Canada,Canada,"19,000"
Air,June 2022,New England (inc Maine),United States,600
Air,June 2022,Middle Atlantic,United States,200
Air,June 2022,East North Central,United States,200
Air,June 2022,West North Central,United States,800
Air,June 2022,South Atlantic,United States,"1,500"
Air,June 2022,East South Central,United States,100
Air,June 2022,West South Central,United States,300
Air,June 2022,Mountain,United States,"1,100"
Air,June 2022,Pacific,United States,900
Air,June 2022,United Kingdom,Overseas,"4,900"
Air,June 2022,Germany,Overseas,"1,700"
Air,June 2022,Other Europe,Overseas,"2,300"
Air,June 2022,Other Overseas,Overseas,"1,800"
Road,June 2022,Atlantic Canada,Canada,"63,500"
Road,June 2022,Quebec,Canada,"8,600"
Road,June 2022,Ontario,Canada,"28,600"
Road,June 2022,Western Canada,Canada,"6,800"
Road,June 2022,Maine,United States,"1,400"
Road,June 2022,Other New England,United States,"3,900"
Road,June 2022,Middle Atlantic,United States,"1,900"
Road,June 2022,East North Central,United States,800
Road,June 2022,West North Central,United States,400
Road,June 2022,South Atlantic,United States,"2,400"
Road,June 2022,East South Central,United States,300
Road,June 2022,West South Central,United States,600
Road,June 2022,Mountain,United States,800
Road,June 2022,Pacific,United States,500
Air,July 2022,Atlantic Canada,Canada,"14,600"
Air,July 2022,Quebec,Canada,"3,100"
Air,July 2022,Ontario,Canada,"39,600"
Air,July 2022,Western Canada,Canada,"38,200"
Air,July 2022,New England (inc Maine),United States,600
Air,July 2022,Middle Atlantic,United States,600
Air,July 2022,East North Central,United States,600
Air,July 2022,West North Central,United States,"1,000"
Air,July 2022,South Atlantic,United States,"2,700"
Air,July 2022,East South Central,United States,0
Air,July 2022,West South Central,United States,700
Air,July 2022,Mountain,United States,"2,300"
Air,July 2022,Pacific,United States,"1,600"
Air,July 2022,United Kingdom,Overseas,"9,300"
Air,July 2022,Germany,Overseas,"2,600"
Air,July 2022,Other Europe,Overseas,"3,300"
Air,July 2022,Other Overseas,Overseas,"2,400"
Road,July 2022,Atlantic Canada,Canada,"93,700"
Road,July 2022,Quebec,Canada,"22,100"
Road,July 2022,Ontario,Canada,"82,100"
Road,July 2022,Western Canada,Canada,"10,900"
Road,July 2022,Maine,United States,"2,400"
Road,July 2022,Other New England,United States,"7,600"
Road,July 2022,Middle Atlantic,United States,"3,600"
Road,July 2022,East North Central,United States,"1,200"
Road,July 2022,West North Central,United States,700
Road,July 2022,South Atlantic,United States,"3,400"
Road,July 2022,East South Central,United States,400
Road,July 2022,West South Central,United States,900
Road,July 2022,Mountain,United States,800
Road,July 2022,Pacific,United States,800
Air,August 2022,Atlantic Canada,Canada,"7,600"
Air,August 2022,Quebec,Canada,"3,300"
Air,August 2022,Ontario,Canada,"47,300"
Air,August 2022,Western Canada,Canada,"33,100"
Air,August 2022,New England (inc Maine),United States,600
Air,August 2022,Middle Atlantic,United States,600
Air,August 2022,East North Central,United States,"1,300"
Air,August 2022,West North Central,United States,"1,000"
Air,August 2022,South Atlantic,United States,"2,700"
Air,August 2022,East South Central,United States,700
Air,August 2022,West South Central,United States,300
Air,August 2022,Mountain,United States,"2,700"
Air,August 2022,Pacific,United States,900
Air,August 2022,United Kingdom,Overseas,"4,500"
Air,August 2022,Germany,Overseas,"4,700"
Air,August 2022,Other Europe,Overseas,"6,800"
Air,August 2022,Other Overseas,Overseas,"5,200"
Road,August 2022,Atlantic Canada,Canada,"86,600"
Road,August 2022,Quebec,Canada,"17,800"
Road,August 2022,Ontario,Canada,"76,400"
Road,August 2022,Western Canada,Canada,"8,800"
Road,August 2022,Maine,United States,"1,900"
Road,August 2022,Other New England,United States,"7,000"
Road,August 2022,Middle Atlantic,United States,"3,500"
Road,August 2022,East North Central,United States,"1,000"
Road,August 2022,West North Central,United States,500
Road,August 2022,South Atlantic,United States,"2,500"
Road,August 2022,East South Central,United States,200
Road,August 2022,West South Central,United States,500
Road,August 2022,Mountain,United States,700
Road,August 2022,Pacific,United States,700
Air,September 2022,Atlantic Canada,Canada,"8,800"
Air,September 2022,Quebec,Canada,"2,700"
Air,September 2022,Ontario,Canada,"36,000"
Air,September 2022,Western Canada,Canada,"20,100"
Air,September 2022,New England (inc Maine),United States,"1,200"
Air,September 2022,Middle Atlantic,United States,300
Air,September 2022,East North Central,United States,"1,000"
Air,September 2022,West North Central,United States,"1,300"
Air,September 2022,South Atlantic,United States,"2,600"
Air,September 2022,East South Central,United States,200
Air,September 2022,West South Central,United States,200
Air,September 2022,Mountain,United States,"3,900"
Air,September 2022,Pacific,United States,"1,600"
Air,September 2022,United Kingdom,Overseas,"3,000"
Air,September 2022,Germany,Overseas,"3,700"
Air,September 2022,Other Europe,Overseas,"3,300"
Air,September 2022,Other Overseas,Overseas,"2,600"
Road,September 2022,Atlantic Canada,Canada,"65,700"
Road,September 2022,Quebec,Canada,"6,800"
Road,September 2022,Ontario,Canada,"35,700"
Road,September 2022,Western Canada,Canada,"6,100"
Road,September 2022,Maine,United States,"1,200"
Road,September 2022,Other New England,United States,"3,600"
Road,September 2022,Middle Atlantic,United States,"2,000"
Road,September 2022,East North Central,United States,900
Road,September 2022,West North Central,United States,400
Road,September 2022,South Atlantic,United States,"1,400"
Road,September 2022,East South Central,United States,100
Road,September 2022,West South Central,United States,300
Road,September 2022,Mountain,United States,600
Road,September 2022,Pacific,United States,700
Air,October 2022,Atlantic Canada,Canada,"10,600"
Air,October 2022,Quebec,Canada,"4,800"
Air,October 2022,Ontario,Canada,"33,800"
Air,October 2022,Western Canada,Canada,"16,500"
Air,October 2022,New England (inc Maine),United States,300
Air,October 2022,Middle Atlantic,United States,400
Air,October 2022,East North Central,United States,500
Air,October 2022,West North Central,United States,900
Air,October 2022,South Atlantic,United States,"2,700"
Air,October 2022,East South Central,United States,0
Air,October 2022,West South Central,United States,300
Air,October 2022,Mountain,United States,"1,200"
Air,October 2022,Pacific,United States,600
Air,October 2022,United Kingdom,Overseas,"1,700"
Air,October 2022,Germany,Overseas,"1,200"
Air,October 2022,Other Europe,Overseas,"2,200"
Air,October 2022,Other Overseas,Overseas,"1,700"
Road,October 2022,Atlantic Canada,Canada,"63,500"
Road,October 2022,Quebec,Canada,"3,300"
Road,October 2022,Ontario,Canada,"16,900"
Road,October 2022,Western Canada,Canada,"3,200"
Road,October 2022,Maine,United States,900
Road,October 2022,Other New England,United States,"1,700"
Road,October 2022,Middle Atlantic,United States,800
Road,October 2022,East North Central,United States,300
Road,October 2022,West North Central,United States,200
Road,October 2022,South Atlantic,United States,700
Road,October 2022,East South Central,United States,100
Road,October 2022,West South Central,United States,300
Road,October 2022,Mountain,United States,300
Road,October 2022,Pacific,United States,200
Air,November 2022,Atlantic Canada,Canada,"7,300"
Air,November 2022,Quebec,Canada,"1,900"
Air,November 2022,Ontario,Canada,"17,400"
Air,November 2022,Western Canada,Canada,"7,300"
Air,November 2022,New England (inc Maine),United States,400
Air,November 2022,Middle Atlantic,United States,0
Air,November 2022,East North Central,United States,400
Air,November 2022,West North Central,United States,200
Air,November 2022,South Atlantic,United States,600
Air,November 2022,East South Central,United States,100
Air,November 2022,West South Central,United States,0
Air,November 2022,Mountain,United States,500
Air,November 2022,Pacific,United States,200
Air,November 2022,United Kingdom,Overseas,"2,400"
Air,November 2022,Germany,Overseas,500
Air,November 2022,Other Europe,Overseas,"1,300"
Air,November 2022,Other Overseas,Overseas,700
Road,November 2022,Atlantic Canada,Canada,"51,200"
Road,November 2022,Quebec,Canada,"1,800"
Road,November 2022,Ontario,Canada,"8,200"
Road,November 2022,Western Canada,Canada,"1,800"
Road,November 2022,Maine,United States,400
Road,November 2022,Other New England,United States,600
Road,November 2022,Middle Atlantic,United States,200
Road,November 2022,East North Central,United States,100
Road,November 2022,West North Central,United States,0
Road,November 2022,South Atlantic,United States,100
Road,November 2022,East South Central,United States,0
Road,November 2022,West South Central,United States,0
Road,November 2022,Mountain,United States,0
Road,November 2022,Pacific,United States,0
Air,December 2022,Atlantic Canada,Canada,"10,800"
Air,December 2022,Quebec,Canada,"2,700"
Air,December 2022,Ontario,Canada,"15,700"
